"operator","technology","download","speed_kbps","signal_strength","lsa"
"AIRTEL","4G","download","1575","-101","Haryana"
"AIRTEL","4G","download","1706","-104","UP East"
"JIO","4G","download","9549","-95","Haryana"
"AIRTEL","4G","download","6025","-96","Haryana"
"JIO","4G","upload","372","na","Andhra Pradesh"
"JIO","4G","download","2039","-88","Haryana"
"JIO","4G","upload","1917","-90","Bihar"
"JIO","4G","download","7539","-88","Punjab"
"JIO","4G","download","1557","na","Maharashtra"
"JIO","4G","download","7983","-103","UP West"
"Vi India","4G","upload","2815","-98","Haryana"
"JIO","4G","download","64304","-90","Orissa"
"AIRTEL","4G","upload","966","-107","Haryana"
"JIO","4G","download","7931","-88","Haryana"
"JIO","4G","download","1699","-90","Karnataka"
"JIO","4G","upload","977","-98","Haryana"
"AIRTEL","4G","upload","283","-107","Haryana"
"AIRTEL","4G","upload","134","na","Haryana"
"AIRTEL","4G","download","17604","-99","Haryana"
"AIRTEL","4G","download","6282","-84","Haryana"
"AIRTEL","4G","download","15706","-105","Haryana"
"AIRTEL","4G","upload","148","-103","Haryana"
"Vi India","4G","upload","9521","-84","Andhra Pradesh"
"AIRTEL","4G","upload","621","-108","Haryana"
"JIO","4G","download","9731","-84","Mumbai"
"AIRTEL","4G","download","6647","-95","Rajasthan"
"JIO","4G","upload","6686","-90","Kolkata"
"AIRTEL","4G","download","7093","-108","Haryana"
"JIO","4G","download","3016","-100","Haryana"
"JIO","4G","upload","183","-101","Haryana"
"JIO","4G","download","60508","-90","Kolkata"
"AIRTEL","4G","upload","821","-81","Delhi"
"AIRTEL","4G","upload","2424","-106","Andhra Pradesh"
"AIRTEL","4G","download","2166","-91","Haryana"
"AIRTEL","4G","upload","1647","na","Kerala"
"JIO","4G","download","16317","-102","Haryana"
"JIO","4G","download","13513","-94","Mumbai"
"JIO","4G","download","78237","-90","Rajasthan"
"AIRTEL","4G","upload","15544","-102","Haryana"
"JIO","4G","download","62697","-90","Karnataka"
"JIO","4G","upload","181","-105","Haryana"
"JIO","4G","upload","12954","-82","Haryana"
"JIO","4G","upload","1803","-90","Bihar"
"JIO","4G","download","53971","-90","Karnataka"
"JIO","4G","upload","7118","-76","UP West"
"AIRTEL","4G","download","14475","-107","Punjab"
"AIRTEL","4G","download","11701","-76","Haryana"
"JIO","4G","upload","2705","-90","Bihar"
"Vi India","4G","download","13444","-89","West Bengal"
"JIO","4G","upload","1219","-93","Haryana"
"JIO","4G","upload","819","-98","Haryana"
"JIO","4G","download","40454","-90","Bihar"
"AIRTEL","4G","upload","2040","-110","Tamil Nadu"
"JIO","4G","upload","7962","-90","Orissa"
"JIO","4G","download","67286","-90","Bihar"
"JIO","4G","upload","3253","-108","West Bengal"
"JIO","4G","download","5553","-93","Madhya Pradesh"
"JIO","4G","upload","549","-96","Maharashtra"
"JIO","4G","download","13766","-93","Tamil Nadu"
"JIO","4G","download","3085","-79","Punjab"
"JIO","4G","download","61974","-90","Kolkata"
"JIO","4G","upload","1794","-106","Andhra Pradesh"
"JIO","4G","upload","2283","-90","Karnataka"
"AIRTEL","4G","download","14622","-89","Maharashtra"
"JIO","4G","download","60669","-90","Rajasthan"
"AIRTEL","4G","upload","12966","-88","Haryana"
"JIO","4G","download","74474","-90","Tamil Nadu"
"AIRTEL","4G","download","15712","-84","Haryana"
"JIO","4G","upload","3421","-90","Karnataka"
"AIRTEL","4G","upload","8201","-86","Haryana"
"JIO","4G","upload","1778","-109","Haryana"
"JIO","4G","download","2101","-107","Haryana"
"JIO","4G","upload","9328","-90","Rajasthan"
"JIO","4G","download","45613","-90","Karnataka"
"AIRTEL","4G","upload","3006","-106","Haryana"
"JIO","4G","download","6415","-79","Haryana"
"JIO","4G","download","76194","-90","Bihar"
"JIO","4G","download","7517","-96","Kolkata"
"AIRTEL","4G","upload","23552","-94","Haryana"
"JIO","4G","download","16019","-89","Haryana"
"JIO","4G","upload","9281","-90","Tamil Nadu"
"AIRTEL","4G","upload","32291","na","Haryana"
"JIO","4G","upload","2052","-104","Haryana"
"Vi India","4G","download","2069","-79","Maharashtra"
"JIO","4G","upload","4982","-83","Haryana"
"JIO","4G","download","87448","-90","Tamil Nadu"
"JIO","4G","download","16467","-89","Haryana"
"JIO","4G","upload","18123","-73","UP East"
"AIRTEL","4G","upload","2637","-89","Haryana"
"JIO","4G","upload","157","-105","Haryana"
"JIO","4G","upload","5898","-93","Haryana"
"AIRTEL","4G","upload","188","na","Haryana"
"JIO","4G","download","60642","-90","Kolkata"
"JIO","4G","download","78008","-90","Rajasthan"
"AIRTEL","4G","upload","77","-103","West Bengal"
"AIRTEL","4G","download","31512","-75","Punjab"
"JIO","4G","upload","26171","-109","Haryana"
"AIRTEL","4G","upload","145","-111","Haryana"
"AIRTEL","4G","upload","192","-108","Haryana"
"JIO","4G","upload","3331","-93","Haryana"
"JIO","4G","upload","1206","-107","Haryana"
"AIRTEL","4G","download","1842","na","Haryana"
"JIO","4G","upload","2186","-89","Delhi"
"JIO","4G","download","6237","-92","Haryana"
"AIRTEL","4G","download","4455","-96","Haryana"
"JIO","4G","upload","1647","-106","West Bengal"
"AIRTEL","4G","download","7941","-100","Haryana"
"JIO","4G","upload","13615","-95","Gujarat"
"JIO","4G","download","8461","-79","Haryana"
"JIO","4G","upload","224","-96","Haryana"
"JIO","4G","upload","331","na","UP West"
"AIRTEL","4G","upload","953","-108","Andhra Pradesh"
"JIO","4G","download","4423","-101","Haryana"
"JIO","4G","upload","741","-106","Orissa"
"AIRTEL","4G","download","5584","-104","Bihar"
"AIRTEL","4G","upload","328","-111","Haryana"
"AIRTEL","4G","download","849","-99","Haryana"
"AIRTEL","4G","download","26169","-83","Haryana"
"AIRTEL","4G","upload","2355","-110","Haryana"
"AIRTEL","4G","download","285","-110","Haryana"
"JIO","4G","upload","980","-108","Haryana"
"AIRTEL","4G","download","2636","-105","Haryana"
"AIRTEL","4G","upload","2301","-89","Andhra Pradesh"
"JIO","4G","upload","831","na","Karnataka"
"JIO","4G","upload","10094","-60","Haryana"
"AIRTEL","4G","upload","4088","-95","Haryana"
"JIO","4G","download","3621","-99","Maharashtra"
"AIRTEL","4G","download","17889","-82","Maharashtra"
"JIO","4G","download","76044","-90","Bihar"
"JIO","4G","upload","6113","-90","Kolkata"
"JIO","4G","download","18821","-88","Andhra Pradesh"
"JIO","4G","download","2727","-85","Maharashtra"
"JIO","4G","download","18267","-101","Jammu & Kashmir"
"AIRTEL","4G","download","4212","-108","Haryana"
"JIO","4G","download","82172","-90","Kolkata"
"JIO","4G","upload","4810","-90","Bihar"
"JIO","4G","upload","9351","-90","Kolkata"
"AIRTEL","4G","download","410","-105","Tamil Nadu"
"JIO","4G","download","2861","-82","Haryana"
"AIRTEL","4G","download","6161","-112","Haryana"
"JIO","4G","download","4058","-95","Gujarat"
"JIO","4G","download","8382","-84","West Bengal"
"AIRTEL","4G","upload","7251","-95","Haryana"
"JIO","4G","upload","1402","-86","Haryana"
"AIRTEL","4G","upload","127","-106","Haryana"
"AIRTEL","4G","upload","1844","-100","Haryana"
"CELLONE","3G","upload","2660","-83","Haryana"
"AIRTEL","4G","upload","2296","-98","Haryana"
"AIRTEL","4G","upload","131","-96","Haryana"
"JIO","4G","upload","1640","-103","Haryana"
"JIO","4G","upload","156","-95","Haryana"
"JIO","4G","download","138","-90","UP East"
"AIRTEL","4G","download","8050","-86","Haryana"
"JIO","4G","upload","9894","-90","Rajasthan"
"AIRTEL","4G","download","4487","-94","Haryana"
"JIO","4G","download","54672","-90","Rajasthan"
"JIO","4G","download","84682","-90","Rajasthan"
"AIRTEL","4G","upload","6257","-91","Haryana"
"JIO","4G","download","54699","-90","Rajasthan"
"JIO","4G","upload","417","-90","UP East"
"JIO","4G","download","132","na","Kerala"
"JIO","4G","download","6748","-112","Madhya Pradesh"
"AIRTEL","4G","download","12317","-98","Andhra Pradesh"
"AIRTEL","4G","upload","2021","-87","Haryana"
"JIO","4G","upload","10089","-90","Rajasthan"
"JIO","4G","upload","20408","-101","Haryana"
"JIO","4G","upload","142","-99","Haryana"
"JIO","4G","upload","110","-103","UP East"
"JIO","4G","upload","9410","-90","Rajasthan"
"JIO","4G","upload","1576","-72","Haryana"
"JIO","4G","upload","5308","-95","Haryana"
"JIO","4G","download","995","na","Karnataka"
"AIRTEL","4G","upload","80","-106","Haryana"
"AIRTEL","4G","download","2881","-112","Haryana"
"AIRTEL","4G","upload","161","-100","Haryana"
"AIRTEL","4G","download","50165","-104","Haryana"
"JIO","4G","upload","2936","-84","Haryana"
"Vi India","4G","upload","4967","-104","Karnataka"
"JIO","4G","upload","2213","-104","UP East"
"JIO","4G","upload","801","-95","Haryana"
"JIO","4G","upload","14040","-94","Haryana"
"AIRTEL","4G","download","19339","-110","Kerala"
"AIRTEL","4G","download","11612","-87","Maharashtra"
"JIO","4G","download","547","na","Haryana"
"JIO","4G","download","366","na","Haryana"
"AIRTEL","4G","upload","1891","-87","Haryana"
"JIO","4G","upload","1261","-82","Haryana"
"JIO","4G","upload","12719","-86","Haryana"
"AIRTEL","4G","download","26416","-90","Haryana"
"Vi India","4G","upload","602","-107","West Bengal"
"JIO","4G","download","45655","-92","UP East"
"JIO","4G","upload","2827","-99","Mumbai"
"JIO","4G","upload","1642","-98","Mumbai"
"JIO","4G","upload","1300","-107","UP East"
"JIO","4G","download","17114","-91","Haryana"
"AIRTEL","4G","download","18441","-104","Haryana"
"AIRTEL","4G","upload","145","-100","Delhi"
"AIRTEL","4G","download","25637","-107","Haryana"
"AIRTEL","4G","download","10850","-101","Haryana"
"AIRTEL","4G","upload","14497","-104","Andhra Pradesh"
"AIRTEL","4G","download","27369","-105","Rajasthan"
"AIRTEL","4G","download","530","-110","Maharashtra"
"AIRTEL","4G","upload","1738","-80","Delhi"
"AIRTEL","4G","download","46612","-104","Haryana"
"AIRTEL","4G","upload","1033","na","Maharashtra"
"AIRTEL","4G","download","17886","-108","Haryana"
"JIO","4G","download","2983","-87","Maharashtra"
"JIO","4G","upload","3304","-94","West Bengal"
"JIO","4G","download","1060","-92","Haryana"
"AIRTEL","4G","download","2814","-112","Gujarat"
"AIRTEL","4G","upload","293","-103","Haryana"
"AIRTEL","4G","upload","82","-97","Haryana"
"JIO","4G","upload","119","na","Haryana"
"JIO","4G","upload","2544","-97","Haryana"
"JIO","4G","download","23831","-104","Haryana"
"JIO","4G","upload","637","-109","Haryana"
"AIRTEL","4G","download","56907","-92","Haryana"
"JIO","4G","upload","437","-109","Haryana"
"JIO","4G","download","80014","-90","Bihar"
"AIRTEL","4G","upload","1871","-92","Haryana"
"JIO","4G","download","17379","-97","Haryana"
"AIRTEL","4G","upload","1556","-106","Haryana"
"JIO","4G","upload","595","-92","Haryana"
"AIRTEL","4G","download","9647","na","Haryana"
"AIRTEL","4G","download","13559","-99","Haryana"
"AIRTEL","4G","upload","26698","-80","Delhi"
"JIO","4G","upload","4254","-87","Tamil Nadu"
"JIO","4G","download","28056","-84","Haryana"
"JIO","4G","upload","11436","-93","Haryana"
"JIO","4G","upload","8379","-90","UP East"
"AIRTEL","4G","upload","27432","-97","Jammu & Kashmir"
"JIO","4G","download","44874","-108","Madhya Pradesh"
"JIO","4G","download","33147","-99","Haryana"
"JIO","4G","download","6602","-82","Haryana"
"JIO","4G","download","14796","-76","UP East"
"JIO","4G","download","3514","-65","Haryana"
"AIRTEL","4G","upload","1540","-97","Haryana"
"AIRTEL","4G","upload","30226","-100","Haryana"
"AIRTEL","4G","download","36453","-94","Haryana"
"JIO","4G","download","16118","-71","Haryana"
"AIRTEL","4G","download","555","-101","Haryana"
"AIRTEL","4G","upload","125","-94","Haryana"
"AIRTEL","4G","download","42745","-99","Punjab"
"AIRTEL","4G","download","9125","-111","UP East"
"AIRTEL","4G","upload","7656","-103","Haryana"
"JIO","4G","download","31627","-92","Haryana"
"AIRTEL","4G","download","43399","-106","Haryana"
"JIO","4G","download","27305","-75","Haryana"
"JIO","4G","download","8372","-108","Haryana"
"AIRTEL","4G","download","45330","-101","Maharashtra"
"JIO","4G","upload","939","-73","Haryana"
"AIRTEL","4G","upload","1391","-98","Haryana"
"JIO","4G","upload","8720","-97","Haryana"
"AIRTEL","4G","download","14444","-109","Haryana"
"JIO","4G","download","14149","-100","Haryana"
"JIO","4G","upload","25633","-80","Haryana"
"AIRTEL","4G","download","8178","-111","Haryana"
"JIO","4G","download","8437","-85","Haryana"
"JIO","4G","download","1114","-91","Haryana"
"AIRTEL","4G","download","30030","-98","Haryana"
"JIO","4G","upload","7119","-88","UP East"
"JIO","4G","upload","20363","-78","UP West"
"AIRTEL","4G","upload","18159","-86","Haryana"
"AIRTEL","4G","upload","9958","-99","Haryana"
"AIRTEL","4G","download","7801","-99","Haryana"
"AIRTEL","4G","upload","255","-110","Haryana"
"AIRTEL","4G","download","43349","-91","Haryana"
"JIO","4G","download","26339","-100","UP West"
"AIRTEL","4G","download","23111","-84","Haryana"
"JIO","4G","upload","4180","-88","Haryana"
"JIO","4G","upload","443","-108","Haryana"
"AIRTEL","4G","upload","1604","-106","Haryana"
"AIRTEL","4G","upload","20772","-91","Haryana"
"AIRTEL","4G","download","18193","-111","Haryana"
"JIO","4G","upload","5052","-94","Rajasthan"
"JIO","4G","upload","672","-110","Kerala"
"AIRTEL","4G","upload","1939","-104","Haryana"
"JIO","4G","upload","3212","-110","Haryana"
"AIRTEL","4G","upload","4441","-94","Haryana"
"AIRTEL","4G","download","10998","-101","Haryana"
"AIRTEL","4G","upload","445","-103","Haryana"
"AIRTEL","4G","upload","7100","-82","Gujarat"
"JIO","4G","upload","89","na","Bihar"
"JIO","4G","upload","3119","-96","Haryana"
"AIRTEL","4G","download","12680","-88","Haryana"
"JIO","4G","download","13554","na","Rajasthan"
"JIO","4G","upload","8463","na","Assam"
"JIO","4G","upload","3623","-73","Haryana"
"JIO","4G","upload","865","-96","Haryana"
"Vi India","4G","download","9524","-104","UP West"
"JIO","4G","upload","92","na","Andhra Pradesh"
"AIRTEL","4G","download","1650","-101","UP West"
"JIO","4G","download","6863","na","Haryana"
"AIRTEL","4G","upload","1586","-107","Andhra Pradesh"
"JIO","4G","upload","9577","-90","Rajasthan"
"AIRTEL","4G","download","7752","-95","Madhya Pradesh"
"JIO","4G","download","12802","-85","UP West"
"JIO","4G","upload","3830","-90","Bihar"
"AIRTEL","4G","download","119738","-75","Kerala"
"AIRTEL","4G","upload","923","-106","Punjab"
"JIO","4G","download","4650","na","Kerala"
"JIO","4G","download","79410","-90","Bihar"
"JIO","4G","download","22777","-78","Maharashtra"
"JIO","4G","download","68051","-93","Haryana"
"AIRTEL","4G","upload","63","-94","Madhya Pradesh"
"JIO","4G","upload","27433","-86","Haryana"
